State,year,winner_name,winner_party,total_votes,winner_votes,winner_percent,party_lean,PVI,key,Abbreviation,PVI_rank
Kansas,2008,"McCain, John                      ",Republican,1238873,699655,0.564751189,Republican,0.113006201,Republican 9% or more,KS,38
Nebraska,2008,"McCain, John                      ",Republican,801281,452979,0.565318534,Republican,0.112974187,Republican 9% or more,NE,37
Oregon,2008,"Obama, Barack                     ",Democratic,1827864,1037291,0.567488063,Democratic,0.047253769,Democratic 4-9%,OR,17
Tennessee,2008,"McCain, John                      ",Republican,2601982,1479178,0.568481258,Republican,0.113198161,Republican 9% or more,TN,39
New Mexico,2008,"Obama, Barack                     ",Democratic,830158,472422,0.569074803,Democratic,0.039765557,Democratic 0-4%,NM,14
New Jersey,2008,"Obama, Barack                     ",Democratic,3877407,2215422,0.571366895,Democratic,0.041762856,Democratic 4-9%,NJ,15
Michigan,2008,"Obama, Barack                     ",Democratic,5010606,2872579,0.573299717,Democratic,0.046829573,Democratic 4-9%,MI,16
Washington,2008,"Obama, Barack                     ",Democratic,3053261,1750848,0.573435419,Democratic,0.050636825,Democratic 4-9%,WA,19
Kentucky,2008,"McCain, John                      ",Republican,1827587,1048462,0.573686506,Republican,0.119217719,Republican 9% or more,KY,40
Maine,2008,"Obama, Barack                     ",Democratic,731163,421923,0.577057373,Democratic,0.051411807,Democratic 4-9%,ME,20
Louisiana,2008,"McCain, John                      ",Republican,1960761,1148275,0.585627213,Republican,0.131455185,Republican 9% or more,LA,41
Arkansas,2008,"McCain, John                      ",Republican,1086617,638017,0.587159045,Republican,0.138600649,Republican 9% or more,AR,42
Alaska,2008,"McCain, John                      ",Republican,326197,193841,0.594245195,Republican,0.147531292,Republican 9% or more,AK,44
Alabama,2008,"McCain, John                      ",Republican,2099819,1266546,0.60316913,Republican,0.14579247,Republican 9% or more,AL,43
Connecticut,2008,"Obama, Barack                     ",Democratic,1646793,997773,0.605888536,Democratic,0.076300177,Democratic 4-9%,CT,22
California,2008,"Obama, Barack                     ",Democratic,13583083,8274473,0.609174883,Democratic,0.085901053,Democratic 4-9%,CA,27
Idaho,2008,"McCain, John                      ",Republican,658454,403012,0.612057942,Republican,0.167129341,Republican 9% or more,ID,46
Massachusetts,2008,"Obama, Barack                     ",Democratic,3081069,1904098,0.617999143,Democratic,0.095087461,Democratic 9% or more,MA,31
Illinois,2008,"Obama, Barack                     ",Democratic,5530179,3419348,0.61830693,Democratic,0.090459198,Democratic 9% or more,IL,29
Delaware,2008,"Obama, Barack                     ",Democratic,412616,255459,0.619120441,Democratic,0.089497944,Democratic 4-9%,DE,28
Maryland,2008,"Obama, Barack                     ",Democratic,2631596,1629467,0.619193448,Democratic,0.09241743,Democratic 9% or more,MD,30
Utah,2008,"McCain, John                      ",Republican,958996,596030,0.621514584,Republican,0.182147057,Republican 9% or more,UT,47
Rhode Island,2008,"Obama, Barack                     ",Democratic,471766,296571,0.628640046,Democratic,0.105097932,Democratic 9% or more,RI,36
New York,2008,"Obama, Barack                     ",Democratic,7640948,4804945,0.628841474,Democratic,0.098883368,Democratic 9% or more,NY,33
Wyoming,2008,"McCain, John                      ",Republican,254658,164958,0.647762882,Republican,0.202503676,Republican 9% or more,WY,50
Oklahoma,2008,"McCain, John                      ",Republican,1462661,960165,0.656450811,Republican,0.193334254,Republican 9% or more,OK,49
Vermont,2008,"Obama, Barack                     ",Democratic,325046,219262,0.674556832,Democratic,0.152108374,Democratic 9% or more,VT,45
Hawaii,2008,"Obama, Barack                     ",Democratic,453568,325871,0.718461179,Democratic,0.193053816,Democratic 9% or more,HI,48
Florida,2012,"Obama, Barack                     ",Democratic,8492175,4237756,0.49901892,Republican,0.015222672,Republican 0-4%,FL,8
North Carolina,2012,"Romney, Mitt                      ",Republican,4505372,2270395,0.503930641,Republican,0.029985542,Republican 0-4%,NC,12
Ohio,2012,"Obama, Barack                     ",Democratic,5590934,2827709,0.505766836,Republican,0.004499668,Republican 0-4%,OH,2
Virginia,2012,"Obama, Barack                     ",Democratic,3854489,1971820,0.511564568,Democratic,2.86E-05,Democratic 0-4%,VA,1
Colorado,2012,"Obama, Barack                     ",Democratic,2571846,1323102,0.514456153,Democratic,0.007834878,Democratic 0-4%,CO,4
Pennsylvania,2012,"Obama, Barack                     ",Democratic,5754939,2990274,0.519601337,Democratic,0.007674147,Democratic 0-4%,PA,3
New Hampshire,2012,"Obama, Barack                     ",Democratic,710972,369561,0.519796842,Democratic,0.008692327,Democratic 0-4%,NH,5
Iowa,2012,"Obama, Barack                     ",Democratic,1582180,822544,0.519880165,Democratic,0.009948326,Democratic 0-4%,IA,6
Nevada,2012,"Obama, Barack                     ",Democratic,1014918,531373,0.523562495,Democratic,0.014430228,Democratic 0-4%,NV,7
Minnesota,2012,"Obama, Barack                     ",Democratic,2936561,1546167,0.526523032,Democratic,0.019767071,Democratic 0-4%,MN,10
Wisconsin,2012,"Obama, Barack                     ",Democratic,3068434,1620985,0.528277617,Democratic,0.015518631,Democratic 0-4%,WI,9
New Mexico,2012,"Obama, Barack                     ",Democratic,783757,415335,0.529928281,Democratic,0.033306853,Democratic 0-4%,NM,13
Georgia,2012,"Romney, Mitt                      ",Republican,3908369,2078688,0.531855615,Republican,0.059211684,Republican 4-9%,GA,17
Arizona,2012,"Romney, Mitt                      ",Republican,2306559,1233654,0.534846063,Republican,0.065778995,Republican 4-9%,AZ,18
Missouri,2012,"Romney, Mitt                      ",Republican,2763689,1482440,0.536398994,Republican,0.067431861,Republican 4-9%,MO,20
Indiana,2012,"Romney, Mitt                      ",Republican,2633143,1422872,0.540370196,Republican,0.071756501,Republican 4-9%,IN,23
Michigan,2012,"Obama, Barack                     ",Democratic,4745316,2564569,0.540442196,Democratic,0.028360128,Democratic 0-4%,MI,11
Oregon,2012,"Obama, Barack                     ",Democratic,1789270,970488,0.542393267,Democratic,0.043066479,Democratic 4-9%,OR,14
South Carolina,2012,"Romney, Mitt                      ",Republican,1964118,1071645,0.545611313,Republican,0.07272774,Republican 4-9%,SC,24
Alaska,2012,"Romney, Mitt                      ",Republican,300495,164676,0.548015774,Republican,0.092798098,Republican 9% or more,AK,28
Mississippi,2012,"Romney, Mitt                      ",Republican,1285584,710746,0.552858467,Republican,0.077664185,Republican 4-9%,MS,26
Montana,2012,"Romney, Mitt                      ",Republican,484484,267928,0.553017231,Republican,0.089987512,Republican 4-9%,MT,27
Washington,2012,"Obama, Barack                     ",Democratic,3145958,1755396,0.557984563,Democratic,0.05663779,Democratic 4-9%,WA,15
Maine,2012,"Obama, Barack                     ",Democratic,713180,401306,0.562699459,Democratic,0.058954021,Democratic 4-9%,ME,16
Texas,2012,"Romney, Mitt                      ",Republican,7999532,4569843,0.571263794,Republican,0.099724165,Republican 9% or more,TX,31
Illinois,2012,"Obama, Barack                     ",Democratic,5251432,3019512,0.574988308,Democratic,0.066130041,Democratic 4-9%,IL,19
Louisiana,2012,"Romney, Mitt                      ",Republican,1994065,1152262,0.577845757,Republican,0.107113449,Republican 9% or more,LA,32
South Dakota,2012,"Romney, Mitt                      ",Republican,363815,210610,0.578893119,Republican,0.111830185,Republican 9% or more,SD,33
Connecticut,2012,"Obama, Barack                     ",Democratic,1558993,905109,0.580572844,Democratic,0.068084871,Democratic 4-9%,CT,21
New Jersey,2012,"Obama, Barack                     ",Democratic,3651140,2126610,0.582450961,Democratic,0.070201754,Democratic 4-9%,NJ,22
North Dakota,2012,"Romney, Mitt                      ",Republican,322627,188163,0.583221491,Republican,0.120824145,Republican 9% or more,ND,36
Delaware,2012,"Obama, Barack                     ",Democratic,413921,242584,0.586063524,Democratic,0.074824356,Democratic 4-9%,DE,25
Tennessee,2012,"Romney, Mitt                      ",Republican,2460904,1462330,0.594224724,Republican,0.123155908,Republican 9% or more,TN,37
Kansas,2012,"Romney, Mitt                      ",Republican,1156254,689809,0.596589504,Republican,0.130248557,Republican 9% or more,KS,39
Nebraska,2012,"Romney, Mitt                      ",Republican,794379,475064,0.598031922,Republican,0.130939096,Republican 9% or more,NE,40
California,2012,"Obama, Barack                     ",Democratic,13055815,7854285,0.601592853,Democratic,0.099082918,Democratic 9% or more,CA,30
Kentucky,2012,"Romney, Mitt                      ",Republican,1798048,1087190,0.604650154,Republican,0.135072917,Republican 9% or more,KY,42
Alabama,2012,"Romney, Mitt                      ",Republican,2074338,1255925,0.605458223,Republican,0.131807479,Republican 9% or more,AL,41
Arkansas,2012,"Romney, Mitt                      ",Republican,1069468,647744,0.605669361,Republican,0.141189247,Republican 9% or more,AR,43
Massachusetts,2012,"Obama, Barack                     ",Democratic,3167767,1921761,0.606661096,Democratic,0.098240481,Democratic 9% or more,MA,29
Maryland,2012,"Obama, Barack                     ",Democratic,2707327,1677844,0.619741908,Democratic,0.113572065,Democratic 9% or more,MD,34
West Virginia,2012,"Romney, Mitt                      ",Republican,672119,417655,0.621400377,Republican,0.156388169,Republican 9% or more,WV,44
Rhode Island,2012,"Obama, Barack                     ",Democratic,446049,279677,0.627009589,Democratic,0.120522267,Democratic 9% or more,RI,35
New York,2012,"Obama, Barack                     ",Democratic,7081536,4485877,0.633461017,Democratic,0.12336472,Democratic 9% or more,NY,38
Idaho,2012,"Romney, Mitt                      ",Republican,656742,420911,0.640907693,Republican,0.183859062,Republican 9% or more,ID,46
Vermont,2012,"Obama, Barack                     ",Democratic,299290,199239,0.665705503,Democratic,0.162827395,Democratic 9% or more,VT,45
Oklahoma,2012,"Romney, Mitt                      ",Republican,1334872,891325,0.667723197,Republican,0.187368391,Republican 9% or more,OK,47
Wyoming,2012,"Romney, Mitt                      ",Republican,249061,170962,0.686426217,Republican,0.231251533,Republican 9% or more,WY,49
Hawaii,2012,"Obama, Barack                     ",Democratic,434697,306658,0.705452304,Democratic,0.197393292,Democratic 9% or more,HI,48
Utah,2012,"Romney, Mitt                      ",Republican,1020861,740600,0.725466053,Republican,0.265907082,Republican 9% or more,UT,50
Utah,2016,"Trump, Donald                     ",Republican,1131430,515231,0.455380359,Republican,0.133095686,Republican 9% or more,UT,35
Minnesota,2016,"Clinton, Hillary                  ",Democratic,2944782,1367705,0.46445034,Republican,9.42E-04,Republican 0-4%,MN,1
New Hampshire,2016,"Clinton, Hillary                  ",Democratic,744158,348526,0.468349463,Republican,0.00728882,Republican 0-4%,NH,4
Wisconsin,2016,"Trump, Donald                     ",Republican,2975313,1404000,0.471883126,Republican,0.013239436,Republican 0-4%,WI,6
Michigan,2016,"Trump, Donald                     ",Republican,4799284,2279543,0.474975642,Republican,0.010435787,Republican 0-4%,MI,5
Maine,2016,"Clinton, Hillary                  ",Democratic,740990,354873,0.478917394,Democratic,0.005235257,Democratic 0-4%,ME,3
Nevada,2016,"Clinton, Hillary                  ",Democratic,1125385,539260,0.479178237,Democratic,0.00367799,Democratic 0-4%,NV,2
Colorado,2016,"Clinton, Hillary                  ",Democratic,2780204,1338870,0.481572575,Democratic,0.017574644,Democratic 0-4%,CO,9
New Mexico,2016,"Clinton, Hillary                  ",Democratic,798318,385234,0.482557076,Democratic,0.03724962,Democratic 0-4%,NM,14
Arizona,2016,"Trump, Donald                     ",Republican,2577088,1252401,0.485975256,Republican,0.028159338,Republican 0-4%,AZ,11
Pennsylvania,2016,"Trump, Donald                     ",Republican,6038025,2946070,0.487919477,Republican,0.015156464,Republican 0-4%,PA,7
Florida,2016,"Trump, Donald                     ",Republican,9420039,4617886,0.490219414,Republican,0.015447459,Republican 0-4%,FL,8
Virginia,2016,"Clinton, Hillary                  ",Democratic,3982752,1981473,0.497513528,Democratic,0.019004658,Democratic 0-4%,VA,10
North Carolina,2016,"Trump, Donald                     ",Republican,4739705,2361942,0.498331014,Republican,0.028350922,Republican 0-4%,NC,12
Oregon,2016,"Clinton, Hillary                  ",Democratic,1994797,999540,0.501073543,Democratic,0.053332077,Democratic 4-9%,OR,17
Georgia,2016,"Trump, Donald                     ",Republican,4092373,2089104,0.510487192,Republican,0.03587083,Republican 0-4%,GA,13
Iowa,2016,"Trump, Donald                     ",Republican,1565966,800983,0.511494502,Republican,0.059894583,Republican 4-9%,IA,19
Alaska,2016,"Trump, Donald                     ",Republican,318247,163199,0.512806091,Republican,0.093249371,Republican 9% or more,AK,26
Ohio,2016,"Trump, Donald                     ",Republican,5460930,2822004,0.516762529,Republican,0.051024512,Republican 4-9%,OH,16
Texas,2016,"Trump, Donald                     ",Republican,8934718,4683352,0.524174574,Republican,0.056914333,Republican 4-9%,TX,18
Delaware,2016,"Clinton, Hillary                  ",Democratic,441590,235603,0.533533368,Democratic,0.05072711,Democratic 4-9%,DE,15
Washington,2016,"Clinton, Hillary                  ",Democratic,3207637,1742018,0.54308452,Democratic,0.078654899,Democratic 4-9%,WA,23
Rhode Island,2016,"Clinton, Hillary                  ",Democratic,464144,252525,0.544066066,Democratic,0.073847937,Democratic 4-9%,RI,22
Connecticut,2016,"Clinton, Hillary                  ",Democratic,1644920,897572,0.545663011,Democratic,0.062156371,Democratic 4-9%,CT,20
South Carolina,2016,"Trump, Donald                     ",Republican,2103027,1155389,0.549393327,Republican,0.083861668,Republican 4-9%,SC,25
New Jersey,2016,"Clinton, Hillary                  ",Democratic,3860971,2143474,0.555164491,Democratic,0.063349847,Democratic 4-9%,NJ,21
Illinois,2016,"Clinton, Hillary                  ",Democratic,5533712,3085376,0.557559916,Democratic,0.081058419,Democratic 4-9%,IL,24
Montana,2016,"Trump, Donald                     ",Republican,494526,279240,0.564661919,Republican,0.120355748,Republican 9% or more,MT,32
Vermont,2016,"Clinton, Hillary                  ",Democratic,315067,178573,0.56677786,Democratic,0.142605159,Democratic 9% or more,VT,37
Indiana,2016,"Trump, Donald                     ",Republican,2740601,1557286,0.568227918,Republican,0.10904296,Republican 9% or more,IN,29
Missouri,2016,"Trump, Donald                     ",Republican,2788022,1585753,0.568773489,Republican,0.109777084,Republican 9% or more,MO,30
Kansas,2016,"Trump, Donald                     ",Republican,1147145,656009,0.571862319,Republican,0.1218953,Republican 9% or more,KS,33
Louisiana,2016,"Trump, Donald                     ",Republican,2029032,1178638,0.580886847,Republican,0.110975877,Republican 9% or more,LA,31
Mississippi,2016,"Trump, Donald                     ",Republican,1194985,694326,0.581033235,Republican,0.101457021,Republican 9% or more,MS,27
New York,2016,"Clinton, Hillary                  ",Democratic,7118118,4153119,0.583457453,Democratic,0.101988621,Democratic 9% or more,NY,28
Idaho,2016,"Trump, Donald                     ",Republican,690255,409055,0.592614324,Republican,0.192360871,Republican 9% or more,ID,46
Nebraska,2016,"Trump, Donald                     ",Republican,825645,494881,0.599387146,Republican,0.145187005,Republican 9% or more,NE,38
Maryland,2016,"Clinton, Hillary                  ",Democratic,2773004,1676291,0.604503636,Democratic,0.131755741,Democratic 9% or more,MD,34
Arkansas,2016,"Trump, Donald                     ",Republican,1130635,684872,0.605741022,Republican,0.152110481,Republican 9% or more,AR,41
Massachusetts,2016,"Clinton, Hillary                  ",Democratic,3235081,1968114,0.60836622,Democratic,0.13571501,Democratic 9% or more,MA,36
Tennessee,2016,"Trump, Donald                     ",Republican,2490799,1521162,0.610712466,Republican,0.145635101,Republican 9% or more,TN,39
South Dakota,2016,"Trump, Donald                     ",Republican,370047,227701,0.615329945,Republican,0.16898855,Republican 9% or more,SD,45
Alabama,2016,"Trump, Donald                     ",Republican,2118203,1316314,0.62142958,Republican,0.153130214,Republican 9% or more,AL,42
California,2016,"Clinton, Hillary                  ",Democratic,13363239,8307133,0.621640682,Democratic,0.150500411,Democratic 9% or more,CA,40
Hawaii,2016,"Clinton, Hillary                  ",Democratic,428937,266891,0.622214917,Democratic,0.16515427,Democratic 9% or more,HI,43
Kentucky,2016,"Trump, Donald                     ",Republican,1924149,1202971,0.625196386,Republican,0.165965395,Republican 9% or more,KY,44
North Dakota,2016,"Trump, Donald                     ",Republican,344360,216794,0.629556278,Republican,0.207351533,Republican 9% or more,ND,48
Oklahoma,2016,"Trump, Donald                     ",Republican,1452992,949136,0.653228648,Republican,0.202306477,Republican 9% or more,OK,47
Wyoming,2016,"Trump, Donald                     ",Republican,255849,174419,0.681726331,Republican,0.266312301,Republican 9% or more,WY,50
West Virginia,2016,"Trump, Donald                     ",Republican,713051,489371,0.686305748,Republican,0.230869627,Republican 9% or more,WV,49
